"Geographic area","Time period","Sex","Adjusted net attendance rate, one year before the official primary entry age","Adjusted net attendance rate for children of primary school age","Adjusted net attendance rate for adolescents of lower secondary school age","Adjusted net attendance rate for youth of upper secondary school age","Completion rate for children of primary school age","Completion rate for adolescents of lower secondary school age","Completion rate for youth of upper secondary education school age","Out-of-school rate for children of primary school age","Out-of-school rate for adolescents of lower secondary school age","Out-of-school rate for youth of upper secondary school age","Out-of-school rate for youth of upper secondary school age (administrative data)","Youth literacy rate for 15-24 years","Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics","Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics","Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in reading","Out-of-school rate for children one year younger than official entry age (administrative data)","Out-of-school rate for children of primary school age (administrative data)","Out-of-school rate for adolescents of lower secondary school age (administrative data)","Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics","Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading","Proportion of students at the end of primary achieving at least a minimum proficiency level in reading"
"New Zealand","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","58.91403","-","-","-","-","-","-","-","-"
"Niger","2019","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","76.04569","44.90653","-","-","-","-"
"Niger","2019","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","76.30657","37.26941","-","-","-","-"
"Niger","2019","Total","-","-","-","-","-","-","-","-","-","-","-","-","7.9","-","-","76.17835","41.02536","-","67.1","44.4","14.4"
"Niger","2018","Female","-","-","-","-","-","-","-","-","-","-","-","35.56","-","-","-","-","-","-","-","-","-"
"Niger","2018","Male","-","-","-","-","-","-","-","-","-","-","-","51.07","-","-","-","-","-","-","-","-","-"
"Niger","2018","Total","-","-","-","-","-","-","-","-","-","-","-","43.46","-","-","-","-","-","-","-","-","-"
"Niger","2017","Female","-","-","-","-","-","-","-","-","-","-","88.8841","-","-","-","-","-","-","69.05776","-","-","-"
"Niger","2017","Male","-","-","-","-","-","-","-","-","-","-","83.51093","-","-","-","-","-","-","60.96838","-","-","-"
"Niger","2017","Total","-","-","-","-","-","-","-","-","-","-","86.14805","-","-","-","-","-","-","64.94287","-","-","-"
"Niger","2014","Female","-","-","-","-","-","-","-","-","-","-","-","-","0.89","-","-","-","-","-","23.1","8.46","2.07"
"Niger","2014","Male","-","-","-","-","-","-","-","-","-","-","-","-","1.25","-","-","-","-","-","30.59","9.04","1.73"
"Niger","2012","Female","28.87252","46","16.799999","2.8","23.56843","3.557374","1.381436","53.799999","72.58609","91.179443","-","-","-","-","-","-","-","-","-","-","-"
"Niger","2012","Male","35.149811","54.700001","21.4","5.5","34.82","10.348","3.9006841","44.700001","67.231361","78.524757","-","-","-","-","-","-","-","-","-","-","-"
"Niger","2012","Total","32.047588","50.400002","19.299999","3.9000001","29.052469","5.8079791","2.1817999","49.099998","69.712318","86.218826","-","-","-","-","-","-","-","-","-","-","-"
"Nigeria","2018","Female","61.200001","65.800003","44.900002","35","70.699997","59.299999","43.5","28.6","28.6","34.099998","-","68.26263","-","-","-","-","-","-","-","-","-"
"Nigeria","2018","Male","59.799999","67.5","44.700001","34","70.5","66.199997","57","26.6","24.6","31.1","-","81.58064","-","-","-","-","-","-","-","-","-"
"Nigeria","2018","Total","60.5","66.699997","44.799999","34.5","70.599998","62.599998","49.200001","27.6","26.6","32.599998","-","75.02875","-","-","-","-","-","-","-","-","-"
"Nigeria","2017","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12.72","19.41","-"
"Nigeria","2017","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.22","13.45","-"
"Nigeria","2017","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11.31","16.96","-"
"Niue","2020","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","38.09524","-","-","-","-","-"
"Niue","2020","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"Niue","2020","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19.75309","-","-","-","-","-"
"Niue","2014","Total","-","-","-","-","-","-","-","-","-","-","8.94309","-","-","-","-","-","-","-","-","-","-"
"Niue","2011","Female","100","100","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Niue","2011","Male","100","100","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Niue","2011","Total","100","100","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"North America","2020","Female","-","-","-","-","-","-","-","-","-","-","5.54475","-","-","-","-","8.49773","0.41277","0.45784","-","-","-"
"North America","2020","Male","-","-","-","-","-","-","-","-","-","-","3.37037","-","-","-","-","8.95333","1.35829","0.45771","-","-","-"
"North America","2020","Total","-","-","-","-","-","-","-","-","-","-","4.43484","-","-","-","-","8.73065","0.89613","0.45777","-","-","-"
"North Macedonia","2019","Female","54.238819","98.133537","96.220612","91.166924","99.641693","95.038696","78.927872","1.350669","2.4302299","11.60537","-","-","-","-","-","-","-","-","-","-","-"
"North Macedonia","2019","Male","45.887459","97.927208","98.181107","89.728172","97.024582","93.065826","86.400978","1.941546","1.030418","12.96537","-","-","-","-","-","-","-","-","-","-","-"
"North Macedonia","2019","Total","49.948261","98.029938","97.18486","90.448921","98.280487","93.983742","83.012756","1.647368","1.741748","12.28407","-","-","52","-","-","-","-","-","-","-","-"
"North Macedonia","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","40.82972","56.99418","51.14197","0.79233","-","-","-","-"
"North Macedonia","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","37.27554","33.88619","51.46834","0.61029","-","-","-","-"
"North Macedonia","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","38.96393","44.86345","51.31116","0.6982","-","-","-","-"
"Norway","2019","Female","-","-","-","-","-","-","-","-","-","-","7.86672","-","-","-","-","4.3274","-","-","-","-","-"
"Norway","2019","Male","-","-","-","-","-","-","-","-","-","-","8.48052","-","-","-","-","4.48952","-","-","-","-","-"
"Norway","2019","Total","-","-","-","-","-","-","-","-","-","-","8.18122","-","65","-","-","4.41064","0.00896","0.42004","82","-","-"
"Norway","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","83.3919","87.84848","-","-","-","-","-","-"
"Norway","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","78.92493","73.71956","-","-","-","-","-","-"
"Norway","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","81.13407","80.70702","-","-","-","-","-","-"
"Norway","2017","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.25415","-","-","-"
"Norway","2017","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.36675","-","-","-"
"Norway","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","99.24049","-"
"Norway","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","98.02827","-"
"Norway","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","98.60948","-"
"Norway","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","70.34596","-","-","-","-","-","86.64172","-","-"
"Norway","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","70.76894","-","-","-","-","-","84.84761","-","-"
"Norway","2014","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.11974","-","-","-","-"
"Norway","2014","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.0459","-","-","-","-"
"Oman","2020","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.00951","-","2.91625","-","-","-"
"Oman","2020","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13.44289","-","2.40822","-","-","-"
"Oman","2020","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13.72328","1.62877","2.65875","-","-","-"
"Oman","2019","Total","-","-","-","-","-","-","-","-","-","-","9.89244","-","33","27","-","-","-","-","-","-","-"
"Oman","2018","Female","-","-","-","-","-","-","-","-","-","-","16.8588","98.97943","-","-","-","-","-","-","-","-","-"
"Oman","2018","Male","-","-","-","-","-","-","-","-","-","-","7.65545","98.35663","-","-","-","-","-","-","-","-","-"
"Oman","2018","Total","-","-","-","-","-","-","-","-","-","-","-","98.61783","-","-","-","-","-","-","-","-","-"
"Oman","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","68.15518"
"Oman","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","50.0589"
"Oman","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","59.06262"
"Oman","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","35.2698","27.25279","-","-","-","-","-","-","-"
"Oman","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","29.02122","19.79972","-","-","-","-","-","-","-"
"Oman","2014","Female","-","98","-","-","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oman","2014","Male","-","97.099998","-","-","-","-","-","2.9000001","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oman","2014","Total","-","97.5","-","-","-","-","-","2.5","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Pakistan","2019","Female","-","-","-","-","-","-","-","-","-","-","-","65.18558","-","-","-","11.90822","-","-","-","-","-"
"Pakistan","2019","Male","-","-","-","-","-","-","-","-","-","-","-","79.72925","-","-","-","0","-","-","-","-","-"
"Pakistan","2019","Total","-","-","-","-","-","-","-","-","-","-","-","72.70356","-","-","-","5.72822","-","-","-","-","-"
"Pakistan","2018","Female","60.648739","58.801971","32.670261","29.396191","55.420429","44.622398","23.328131","26.700001","31.9296","54.18528","-","-","-","-","-","-","-","-","-","-","-"
"Pakistan","2018","Male","60.927891","64.930634","33.680271","35.865299","64.035004","54.69294","23.559851","19.4","21.730129","37.500568","-","-","-","-","-","-","-","-","-","-","-"
"Pakistan","2018","Total","60.784931","61.93465","33.165501","32.614941","59.639839","49.58477","23.43825","23","26.92841","45.883701","-","-","-","-","-","-","-","-","-","-","-"
"Palau","2020","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-"
"Palau","2020","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","20.01357","-","-","-","-","-"
"Palau","2020","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10.68453","3.93049","15.93291","-","-","-"
"Panama","2020","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","88.32124","10.61598","-","-","-","-"
"Panama","2020","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","88.18157","10.40943","-","-","-","-"
"Panama","2020","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","88.24989","10.51048","-","-","-","-"
"Panama","2019","Female","-","-","-","-","-","-","-","-","-","-","-","98.85901","-","-","-","-","-","-","-","-","-"
"Panama","2019","Male","-","-","-","-","-","-","-","-","-","-","-","98.90382","-","-","-","-","-","-","-","-","-"
"Panama","2019","Total","-","-","-","-","-","-","-","-","-","-","-","98.88174","-","-","-","-","-","-","-","-","-"
"Panama","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","16.99053","38.68273","-","-","-","-","-","-"
"Panama","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","20.67644","32.65057","-","-","-","-","-","-"
"Panama","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","18.81942","35.68967","-","-","-","-","-","-"
"Panama","2017","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","11.60816","-","-","-"
"Panama","2017","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12.72752","-","-","-"
"Panama","2017","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12.17886","-","-","-"
"Panama","2015","Female","-","-","-","-","-","-","-","-","-","-","30.83011","-","-","-","-","-","-","-","-","-","-"
"Panama","2015","Male","-","-","-","-","-","-","-","-","-","-","35.45599","-","-","-","-","-","-","-","-","-","-"
"Panama","2015","Total","-","-","-","-","-","-","-","-","-","-","33.18219","-","-","-","-","-","-","-","-","-","-"
"Panama","2013","Female","82.681976","97.099998","86.400002","70.199997","95.5","80.599998","68.300003","0.80000001","3.4133899","16.834379","-","-","-","-","-","-","-","-","-","-","-"
"Panama","2013","Male","78.985718","97.099998","78.199997","55.400002","94.800003","75","56.5","1","4.4000001","23.278379","-","-","-","-","-","-","-","-","-","-","-"
"Panama","2013","Total","80.779617","97.099998","82","62","95.099998","77.5","62.5","0.89999998","3.9000001","20.38884","-","-","-","-","-","-","-","-","-","-","-"
"Papua New Guinea","2018","Female","-","-","-","-","-","-","-","-","-","-","60.19473","-","-","-","-","28.79413","-","31.64995","-","-","-"
"Papua New Guinea","2018","Male","-","-","-","-","-","-","-","-","-","-","50.14269","-","-","-","-","28.44062","-","23.64777","-","-","-"
"Papua New Guinea","2018","Total","-","-","-","-","-","-","-","-","-","-","55.01612","-","-","-","-","28.61148","-","27.52129","-","-","-"
"Papua New Guinea","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10.37539","-","-","-","-"
"Papua New Guinea","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4.47794","-","-","-","-"
"Papua New Guinea","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.33083","-","-","-","-"
"Paraguay","2020","Female","-","-","-","-","-","-","-","-","-","-","28.1502","98.65762","-","-","-","22.52753","-","-","-","-","-"
"Paraguay","2020","Male","-","-","-","-","-","-","-","-","-","-","31.83996","98.63162","-","-","-","22.65654","-","-","-","-","-"
"Paraguay","2020","Total","-","-","-","-","-","-","-","-","-","-","30.03612","98.64471","-","-","-","22.59347","-","-","-","-","-"
"Paraguay","2017","Female","96.5","98.300003","83.699997","65","95.599998","79.199997","66.5","0.80000001","6.5999999","25.9","-","-","-","-","-","-","-","-","-","-","-"
"Paraguay","2017","Male","96.5","98.400002","75.599998","61.400002","92.599998","80.599998","59.700001","0.5","8.6000004","25.700001","-","-","-","-","-","-","-","-","-","-","-"
"Paraguay","2017","Total","96.5","98.400002","79.400002","63","94","80","63.099998","0.60000002","7.6999998","25.799999","-","-","-","-","-","-","-","-","-","-","-"
"Paraguay","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","6.00628","34.29014","-","-","-","-","-","-"
"Paraguay","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","10.69176","30.04168","-","-","-","-","-","-"
"Paraguay","2015","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","8.34693","32.16781","-","-","-","-","-","-"
"Peru","2020","Female","-","-","-","-","-","-","-","-","-","-","-","99.35149","-","-","-","0.58231","-","-","-","-","-"
"Peru","2020","Male","-","-","-","-","-","-","-","-","-","-","-","99.51778","-","-","-","0","-","-","-","-","-"
"Peru","2020","Total","-","-","-","-","-","-","-","-","-","-","3.69842","99.43636","-","-","-","0.28776","-","-","-","-","-"
"Peru","2018","Female","-","-","-","-","-","-","-","-","-","-","21.04037","-","-","-","-","-","-","-","-","-","-"
"Peru","2018","Male","-","-","-","-","-","-","-","-","-","-","15.30081","-","-","-","-","-","-","-","-","-","-"
"Peru","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.41641","1.76867","-","-","-"
"Peru","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.33291","-","-","-"
"Peru","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.45729","-","-","-"
"Peru","2014","Female","-","91.300003","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Peru","2014","Male","-","92.400002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Peru","2014","Total","-","91.900002","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Peru","2012","Female","96.210327","-","86.5","66.800003","95.099998","82.599998","71.699997","2.4000001","7.0999999","16.1","-","-","-","-","-","-","-","-","-","-","-"
"Peru","2012","Male","95.445183","-","85.099998","65.099998","94.900002","82.599998","77.699997","2.5","7","14.9","-","-","-","-","-","-","-","-","-","-","-"
"Peru","2012","Total","95.811432","-","85.800003","65.900002","95","82.599998","74.800003","2.5","7","15.5","-","-","-","-","-","-","-","-","-","-","-"
"Philippines","2020","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","33.0749","3.90376","6.80489","-","-","-"
"Philippines","2020","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","35.62641","3.23501","11.81499","-","-","-"
"Philippines","2020","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","34.3854","3.56169","9.3812","-","-","-"
"Philippines","2019","Female","-","-","-","-","-","-","-","-","-","-","-","98.89291","17.6","-","-","-","-","-","-","-","10.8"
"Philippines","2019","Male","-","-","-","-","-","-","-","-","-","-","-","97.89731","16.2","-","-","-","-","-","-","-","8.3"
"Philippines","2019","Total","-","-","-","-","-","-","-","-","-","-","-","98.38451","17","-","-","-","-","-","-","-","10"
"Philippines","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","23.09896","-","-","-","-","-","-"
"Philippines","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","15.17372","-","-","-","-","-","-"
"Philippines","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","19.37729","-","-","-","-","-","-"
"Philippines","2017","Female","86.974228","95.239388","78.12693","53.47435","95.155617","87.705872","83.263893","1.6","3.1776979","4.3355899","-","-","-","-","-","-","-","-","-","-","-"
"Philippines","2017","Male","82.236801","93.517067","70.472939","31.420349","88.540947","75.163803","74.142693","2.5999999","5.340517","12.81739","-","-","-","-","-","-","-","-","-","-","-"
"Philippines","2017","Total","84.444153","94.327377","74.142227","40.97438","91.587219","81.121292","78.315628","2.0999999","4.3036718","9.1429815","-","-","-","-","-","-","-","-","-","-","-"
"Philippines","2015","Female","-","-","-","-","-","-","-","-","-","-","17.06299","-","-","-","-","-","-","-","-","-","-"
"Philippines","2015","Male","-","-","-","-","-","-","-","-","-","-","23.72598","-","-","-","-","-","-","-","-","-","-"
